,Unnamed: 0,word,link,sentence,synonyms,synset,fingerspelled,variations
3544,3544,definition,sign/definition/3252/1,,"['DEFINE', 'DESCRIBE', 'DIRECTION', 'ELABORATE', 'EXPLAIN', 'EXPLANATION']",,False,1
3545,3545,deflate,sign/deflate/7166/1,,[],,False,2
3546,3546,deflated,sign/deflated/11834/1,,"['BELITTLE', 'EGO DEFLATED', 'HEARTBREAK', 'HEARTBROKEN']",,False,1
3547,3547,deflated+ball,sign/deflated+ball/12008/1,,[],,False,2
3548,3548,deflect,sign/deflect/7163/1,,[],,False,1
3549,3549,deformity,sign/deformity/8031/1,,[],,True,3
3550,3550,defraud,sign/defraud/3253/1,,"['BETRAY (as in ""betray me"")', 'BETRAY (as in ""to betray someone"")', 'DECEIVE', 'FALSEHOOD', 'FIB', 'LIE (as in ""not the truth"")', 'UNTRUTH']",,False,1
3551,3551,defriend,sign/defriend/9576/1,,"['DETACH', 'DISCONNECT', 'DISENGAGE', 'RELEASE', 'UNFRIEND']",,False,1
3552,3552,degree,sign/degree/5327/1,It's 73 degrees.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3553,3553,degree,sign/degree/5327/1,It's 22 degrees.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3554,3554,degree,sign/degree/5327/1,It's ‑5 degrees.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3555,3555,degree,sign/degree/5327/1,"In Georgia, 40 degrees is cold.","['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3556,3556,degree,sign/degree/5327/1,Today in Michigan will be 48 degrees with rain.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3557,3557,degree,sign/degree/5327/1,Tomorrow in Michigan will be 64 degrees and sunny.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3558,3558,degree,sign/degree/5327/1,Wednesday in Michigan will be 57 degrees and cloudy.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3559,3559,degree,sign/degree/5327/1,Thursday in Michigan will be 30 degrees and snowy.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3560,3560,degree,sign/degree/5327/1,Today in Hawaii will be sunny and 82 degrees.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3561,3561,degree,sign/degree/5327/1,Tomorrow in Hawaii will be sunny and 84 degrees.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3562,3562,degree,sign/degree/5327/1,Friday in Hawaii will be 82 degrees and rainy.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3563,3563,degree,sign/degree/5327/1,Saturday in Hawaii will be 78 degrees and windy.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3564,3564,degree,sign/degree/5327/1,Today in New York will be 25 degrees and snowy.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3565,3565,degree,sign/degree/5327/1,Tomorrow in New York will be 32 degrees and sleeting.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3566,3566,degree,sign/degree/5327/1,Sunday in New York will be 44 degrees and cloudy.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3567,3567,degree,sign/degree/5327/1,Monday in New York will be 87 degrees with a hurricane.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3568,3568,degree,sign/degree/5327/1,Tomorrow in Colorado it will be 2 degrees with snow.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3569,3569,degree,sign/degree/5327/1,Tuesday in Colorado it will be warm at 25 degrees.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3570,3570,degree,sign/degree/5327/1,Wednesday in Colorado it will be 33 degrees and sunny.,"['TEMPERATURE', 'THERMOMETER']",Synset('degree.n.07'),False,2
3571,3571,degree,sign/degree/1219/1,In 1864 Abraham Lincoln approved Gallaudet College to award degrees.,['DIPLOMA'],Synset('academic_degree.n.01'),False,2
3572,3572,degree,sign/degree/1219/1,I have a Bachelor's degree in physics.,['DIPLOMA'],Synset('degree.n.07'),False,2
3573,3573,degree,sign/degree/1219/1,My Bachelor's degree is in Special Education.,['DIPLOMA'],Synset('degree.n.07'),False,2
3574,3574,degree,sign/degree/1219/1,Betty G. Miller was the first deaf woman to graduate from Gallaudet University with a PhD degree in art. She was a famous artist who focused on the deaf perspective.,['DIPLOMA'],Synset('academic_degree.n.01'),False,2
3575,3575,dejected,sign/dejected/6517/1,,"['BLUE (as in ""feeling sad"")', 'DESPONDENT', 'DOWNCAST', 'FORLORN', 'GLOOMY (as in ""sad"")', 'LONG FACE', 'MOPE', 'MOURN', 'PATHETIC (as in ""sad"")', 'SAD', 'SORROWFUL', 'UNFORTUNATE', 'UNHAPPY']",,False,1
3576,3576,delaware,sign/delaware/5743/1,My cousin lives in Delaware.,[],Synset('delaware.n.05'),False,1
3577,3577,delay,sign/delay/3254/1,The game has been delayed because of rain.,"['POSTPONE (as in ""set back or delay"")', 'PROCRASTINATE', 'PUT OFF', 'SPRING FORWARD (as in ""setting clocks forward one hour in the spring"")']",Synset('stay.v.06'),False,6
3578,3578,delete,sign/delete/5126/1,,"['ABOLISH', 'PURGE', 'REMOVE', 'UNINSTALL (as in ""removing software"")']",,False,1
3579,3579,delete,sign/delete/10452/1,,['DELETE KEY'],,False,1
3580,3580,delete,sign/delete/1267/1,,"['ELIMINATE (as in ""to take away or subtract"")', 'OMIT', 'RID', 'UNINSTALL (as in ""removing software"")']",,False,4
3581,3581,delete+key,sign/delete+key/10451/1,,"['DELETE (as in ""push delete key"")']",,False,1
3582,3582,delicious,sign/delicious/103/1,,"['REFRESHMENT (as in ""food and/or drink"")', 'SNACK', 'TREAT (as in ""a snack"")']",,False,4
3583,3583,delight,sign/delight/3255/1,,"['APPRECIATE', 'APPRECIATION', 'ENJOY', 'EXTRACURRICULAR (as in ""after school activities"")', 'HOBBY', 'LEISURE', 'LOVE (as in ""crazy about"")', 'LOVE (as in ""to enjoy"")', 'LOVE IT', 'PLEASURE', 'RECREATION']",,False,1
3584,3584,delighted,sign/delighted/6344/1,Misty was delighted to see her old friend.,[],Synset('please.v.01'),False,4
3585,3585,delightful,sign/delightful/3257/1,,"['CHEER (as in ""of good cheer"")', 'DELIGHTED', 'GLAD', 'HAPPY', 'JOLLY', 'JOVIAL (as in ""cheerful or friendly"")', 'JOY', 'MERRY', 'REJOICE']",,False,3
3586,3586,deliver,sign/deliver/3258/1,,"['BRING (as in ""bring to me"")', 'CARRY (as in ""carry to me"")', 'CARRY HERE', 'FETCH (as in ""fetch to me"")', 'RETURN (as in ""return to me"")']",,False,1
3587,3587,deliver,sign/deliver/9985/1,,"['BRING (as in ""bring to someone"")', 'BRING BACK', 'CARRY (as in ""carry to someone"")', 'FETCH (as in ""fetch to someone"")', 'OFFER (as in ""to bring to someone"")', 'RETURN (as in ""return to someone"")']",,False,1
3588,3588,deliver,sign/deliver/12598/1,When I was young I delivered the newspaper every morning.,"['DISTRIBUTE (as in ""pass out"")', 'PASS OUT (as in ""to give something out"")']",Synset('surrender.v.02'),False,2
3589,3589,deliverance,sign/deliverance/6506/1,,"['FREE (as in ""cost nothing or independent"")', 'FREEDOM', 'INDEPENDENCE', 'INDEPENDENT', 'LEFT WING (as in ""liberal"")', 'LIBERAL (as in ""political belief"")', 'LIBERATE', 'LIBERTY', 'REDEEM (as in ""to rescue or deliver"")', 'REDEMPTION', 'RESCUE', 'SAFE (as in ""not harmed"")', 'SAFETY', 'SALVATION', 'SAVE (as in ""rescue"")', 'SECURE']",,False,1
3590,3590,deluxe,sign/deluxe/3259/1,,"['CLASSY', 'ELEGANT', 'ELITE', 'FANCY', 'FINEST', 'FORMAL', 'GRAND', 'LUXURIOUS', 'LUXURY', 'PLUSH (as in ""luxurious"")', 'POSH']",,False,1
3591,3591,delve,sign/delve/11768/1,,"['BECOME HEAVILY INVOLVED IN', 'DEVOUT', 'DIVE INTO (as in ""dive into a topic or subject"")', 'IMMERSE', 'IMMERSION (as in ""action of immersing into something"")', 'PLUNGE INTO (as in ""dive into a topic or subject"")']",,False,1
3592,3592,demand,sign/demand/1199/1,,"['INSIST', 'REQUIRE', 'TAKE (as in ""to require"")']",,False,1
3593,3593,demented,sign/demented/1568/1,,"['CRAZY (as in ""loony or mad"")', 'DAFT', 'FANATIC', 'FANATICAL', 'INSANE', 'LOONY', 'LUNATIC', 'MAD (as in ""crazy"")', 'NUTTIER THAN A FRUITCAKE', 'TO HAVE A SCREW LOOSE', 'WACKY', 'WILD']",,False,2
3594,3594,dementia,sign/dementia/8086/1,,[],,True,2
3595,3595,demo,sign/demo/7909/1,,"['DEMONSTRATE', 'EXAMPLE (as in ""something that illustrates something"")', 'EXHIBITION', 'INDICATE', 'INDICATION', 'PREVIEW (as in ""an example"")', 'REPRESENT', 'SYMBOL', 'SYMPTOM']",,False,1
3596,3596,democracy,sign/democracy/9071/1,,[],,True,1
3597,3597,democrat,sign/democrat/1200/1,,"['LEFT WING (as in ""liberal"")', 'LIBERAL (as in ""political belief"")']",,False,1
3598,3598,demolish,sign/demolish/3260/1,,"['DAMAGE', 'DESTROY', 'DESTRUCTION']",,False,1
3599,3599,demon,sign/demon/1210/1,,"['DEVILISH', 'EVIL', 'MISCHIEF', 'MISCHIEVOUS', 'RASCAL', 'WICKED (as in ""evil or bad"")']",,False,2
3600,3600,demonstrate,sign/demonstrate/6345/1,,"['DEMO', 'EXAMPLE (as in ""something that illustrates something"")', 'EXHIBITION', 'INDICATE', 'INDICATION', 'PREVIEW (as in ""an example"")', 'REPRESENT', 'SYMBOL', 'SYMPTOM']",,False,1
3601,3601,demote,sign/demote/14743/1,,"['NEXT LINE DOWN (as in ""when explaining a body of text"")']",,False,1
3602,3602,demure,sign/demure/3261/1,,"['BASHFUL (as in ""shy"")', 'COY', 'SHY', 'TIMID']",,False,1
3603,3603,denial,sign/denial/7420/1,,"['DENY (as in ""to not accept responsibility"")', 'REPUDIATE']",,False,1
3604,3604,denmark,sign/denmark/1201/1,,[],,False,2
3605,3605,dennis,sign/dennis/10553/1,Dennis is my best friend.,[],,True,1
3606,3606,denomination,sign/denomination/6242/1,,[],,True,3
3607,3607,dense,sign/dense/5942/1,,"['THICK (as in ""dense"")']",,False,2
3608,3608,dentist,sign/dentist/540/1,I have a dentist appointment tomorrow.,[],Synset('dentist.n.01'),False,2
3609,3609,denver+broncos,sign/denver+broncos/14111/1,Who is the quarterback for the Denver Broncos?,[],,True,2
3610,3610,deny,sign/deny/7419/1,,"['DENIAL', 'REPUDIATE']",,False,1
3611,3611,deny,sign/deny/11033/1,,"['DECLINE (as in ""deny"")', 'REJECT (as in ""to deny"")', 'TURN DOWN (as in ""reject"")']",,False,1
3612,3612,deodorant,sign/deodorant/5508/1,,[],,False,1
3613,3613,depart,sign/depart/3262/1,,"['DEPARTURE', 'FORSAKE', 'GO (as in ""leave"")', 'LEAVE (as in ""depart"")', 'OFF (as in ""to take off or leave"")', 'PART (as in ""to separate or leave"")', 'PART (as in ""to go"")', 'TAKE OFF (as in ""to leave"")', 'WITHDRAW (as in ""to depart"")']",,False,1
3614,3614,department,sign/department/1202/1,,[],,False,3
3615,3615,departure,sign/departure/2048/1,,"['DEPART', 'FORSAKE', 'GO (as in ""leave"")', 'LEAVE (as in ""depart"")', 'OFF (as in ""to take off or leave"")', 'PART (as in ""to separate or leave"")', 'PART (as in ""to go"")', 'TAKE OFF (as in ""to leave"")', 'WITHDRAW (as in ""to depart"")']",,False,2
3616,3616,depend,sign/depend/9481/1,,"['CLING (as in ""cling to me"")', 'DEPEND ON (as in ""depend on me"")', 'RELY (as in ""rely on me"")', 'UP TO (as in ""up to me"")']",,False,2
3617,3617,depend,sign/depend/3263/1,,"['CLING (as in ""cling to someone else"")', 'COUNT (as in ""to rely on someone else"")', 'COUNT ON', 'DEPEND ON (as in ""depend on someone else"")', 'RELY (as in ""to depend on"")', 'RELY ON', 'UP TO (as in ""up to someone else"")']",,False,2
3618,3618,depend+on,sign/depend+on/9483/1,,"['CLING (as in ""cling to me"")', 'DEPEND (as in ""to rely on me"")', 'RELY (as in ""rely on me"")', 'UP TO (as in ""up to me"")']",,False,2
3619,3619,depend+on,sign/depend+on/3264/1,,"['CLING (as in ""cling to someone else"")', 'COUNT (as in ""to rely on someone else"")', 'COUNT ON', 'DEPEND (as in ""to rely on someone else"")', 'RELY (as in ""to depend on"")', 'RELY ON', 'UP TO (as in ""up to someone else"")']",,False,2
3620,3620,dependable,sign/dependable/12628/1,,"['CLING (as in ""cling to someone else"")', 'DEPEND (as in ""to rely on someone else"")', 'DEPEND ON (as in ""depend on someone else"")', 'PILLAR (as in ""a reliable person"")', 'RELIABLE', 'RELIABLE PERSON', 'RELY (as in ""to depend on"")', 'UP TO (as in ""up to someone else"")']",,False,1
3621,3621,deplete,sign/deplete/2400/1,We are depleting many of the earth's natural resources.,"['ALL GONE (as in ""sold out"")', 'DRAIN (as in ""gone"")', 'RUN OUT OF (as in ""run out of or use up"")', 'SOLD OUT', 'USE (as in ""to use up"")', 'USE UP']",Synset('consume.v.05'),False,3
3622,3622,deposit,sign/deposit/541/1,,[],,False,1
3623,3623,depress,sign/depress/6206/1,,"['BLUE (as in ""feeling sad"")', 'DEPRESSANT', 'DEPRESSED', 'DEPRESSION', 'DESPAIR', 'GLOOMY (as in ""sad"")', 'LET DOWN', 'MOPE']",,False,2
3624,3624,depressant,sign/depressant/6205/1,,"['BLUE (as in ""feeling sad"")', 'DEPRESS', 'DEPRESSED', 'DEPRESSION', 'DESPAIR', 'GLOOMY (as in ""sad"")', 'LET DOWN', 'MOPE']",,False,2
3625,3625,depressed,sign/depressed/542/1,,"['BLUE (as in ""feeling sad"")', 'DEPRESS', 'DEPRESSANT', 'DEPRESSION', 'DESPAIR', 'GLOOMY (as in ""sad"")', 'LET DOWN', 'MOPE']",,False,2
3626,3626,depression,sign/depression/14025/1,,"['BLUE (as in ""feeling sad"")', 'DEPRESS', 'DEPRESSANT', 'DEPRESSED', 'DESPAIR', 'GLOOMY (as in ""sad"")', 'LET DOWN', 'MOPE']",,False,2
3627,3627,depth,sign/depth/3265/1,,"['DEEP', 'DETAIL (as in ""depth"")', 'DETAIL (as in ""explanation"")']",,False,1
3628,3628,derby+hat,sign/derby+hat/10961/1,,"['HAT (as in ""derby hat"")']",,False,1
3629,3629,derek,sign/derek/10703/1,Derek is my best friend.,[],,True,1
3630,3630,descend,sign/descend/10418/1,,[],,False,1
3631,3631,descend,sign/descend/7422/1,,"['CLIMB (as in ""to climb down something"")']",,False,1
3632,3632,descend,sign/descend/10398/1,,"['GO DOWNSTAIRS', 'STAIRCASE', 'STAIRS', 'STAIRWAY']",,False,2
3633,3633,descendant,sign/descendant/4935/1,,"['ANCESTOR', 'GENERATION (as in ""ancestors or descendants"")']",,False,3
3634,3634,describe,sign/describe/3266/1,,"['DEFINE', 'DEFINITION', 'DIRECTION', 'ELABORATE', 'EXPLAIN', 'EXPLANATION']",,False,1
3635,3635,desert,sign/desert/5663/1,Don't hike in the desert without water!,[],Synset('desert.v.03'),True,3
3636,3636,deserve,sign/deserve/1254/1,,"['ACCUMULATE (as in ""to collect something"")', 'COLLECT (as in ""gather up"")', 'COLLECTION', 'EARN', 'GATHER (as in ""to collect"")', 'INCOME', 'MERIT', 'REVENUE', 'SALARY', 'WAGE', 'WORTHY (as in ""important"")']",,False,1
3637,3637,design,sign/design/5036/1,,"['ART', 'ARTIST', 'DRAW (as in ""make a drawing"")', 'DRAWING', 'ILLUSTRATE', 'ILLUSTRATION', 'OUTLINE (as in ""to draw or trace"")', 'SKETCH', 'TRACE (as in ""to draw"")']",,False,1
3638,3638,desire,sign/desire/3267/1,,"['COVET (as in ""a great desire"")', 'DESPERATE (as in ""needing more"")', 'LONGING (as in ""a great desire"")', 'LUST (as in ""a great desire"")', 'PASSION (as in ""a great desire"")', 'WILL (as in ""God\'s Will"")', 'WISH', 'YEARN (as in ""a great desire"")']",,False,3
3639,3639,desk,sign/desk/1204/1,I am more productive when my desk is clean.,"['TABLE (as in ""furniture"")']",Synset('desk.n.01'),False,3
3640,3640,desolate,sign/desolate/3268/1,,"['FORLORN', 'LONELY', 'LONESOME', 'SOLITARY']",,False,1
3641,3641,despair,sign/despair/6346/1,,"['BLUE (as in ""feeling sad"")', 'DEPRESS', 'DEPRESSANT', 'DEPRESSED', 'DEPRESSION', 'GLOOMY (as in ""sad"")', 'LET DOWN', 'MOPE']",,False,2
3642,3642,desperate,sign/desperate/8103/1,"I need money, I'm desperate.",[],Synset('desperate.s.05'),False,3
3643,3643,despise,sign/despise/1206/1,,"[""CAN'T STAND THAT"", 'DETEST (as in ""to detest someone or something"")', 'HATE (as in ""to hate something or someone"")', 'HATRED (as in ""to show hatred to someone or something"")', 'LOATHE']",,False,3
3644,3644,despise,sign/despise/12790/1,,"[""CAN'T STAND ME"", 'DETEST (as in ""to detest me"")', 'HATE (as in ""to hate me"")', 'HATRED (as in ""to show hatred to me"")']",,False,1
3645,3645,despondent,sign/despondent/6519/1,,"['BLUE (as in ""feeling sad"")', 'DEJECTED', 'DOWNCAST', 'FORLORN', 'GLOOMY (as in ""sad"")', 'LONG FACE', 'MOPE', 'MOURN', 'PATHETIC (as in ""sad"")', 'SAD', 'SORROWFUL', 'UNFORTUNATE', 'UNHAPPY']",,False,1
3646,3646,dessert,sign/dessert/104/1,Would you like dessert?,[],Synset('dessert.n.01'),False,2
3647,3647,dessert,sign/dessert/104/1,I eat ice cream for dessert every night.,[],Synset('dessert.n.01'),False,2
3648,3648,destiny,sign/destiny/6543/1,,[],,False,1
3649,3649,destroy,sign/destroy/3269/1,,"['DAMAGE', 'DEMOLISH', 'DESTRUCTION']",,False,1
3650,3650,destruction,sign/destruction/6152/1,,"['DAMAGE', 'DEMOLISH', 'DESTROY']",,False,1
3651,3651,detach,sign/detach/1222/1,,"['DEFRIEND', 'DISCONNECT', 'DISENGAGE', 'RELEASE', 'UNFRIEND']",,False,1
3652,3652,detail,sign/detail/3271/1,Please tell me the entire story in detail.,"['DEEP', 'DEPTH', 'DETAIL (as in ""explanation"")']",Synset('detail.v.02'),False,1
3653,3653,detail,sign/detail/7652/1,I want all the details about what happened at your party!,[],Synset('detail.v.02'),False,3
3654,3654,detective,sign/detective/1205/1,Detectives investigate crime.,['PRIVATE EYE'],Synset('detective.n.01'),False,1
3655,3655,detention,sign/detention/9570/1,,"['DISCIPLINE', 'PENALIZE', 'PENALTY', 'PUNISH', 'PUNISHMENT']",,False,2
3656,3656,detention,sign/detention/12493/1,,"['DISCIPLINE', 'PENALIZE', 'PENALTY', 'PUNISH', 'PUNISHMENT']",,False,1
3657,3657,detergent,sign/detergent/5150/1,I need to buy more laundry detergent.,[],Synset('detergent.s.01'),False,3
3658,3658,deteriorate,sign/deteriorate/543/1,,"['CHANGE (as in ""a bad change"")', 'DECAY', 'DECLINE (as in ""deteriorating"")', 'WORSE', 'WORSEN']",,False,3
3659,3659,determine,sign/determine/6303/1,,"['AFFAIR (as in ""a person\'s concern or responsibility"")', 'DECIDE', 'DECISION', 'DEFINITE', 'MAKE UP (as in ""decide"")', 'MAKE UP YOUR MIND', 'PREROGATIVE']",,False,2
3660,3660,detest,sign/detest/3273/1,,"[""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'HATE (as in ""to hate something or someone"")', 'HATRED (as in ""to show hatred to someone or something"")', 'LOATHE']",,False,3
3661,3661,detest,sign/detest/12791/1,,"[""CAN'T STAND ME"", 'DESPISE (as in ""to despise me"")', 'HATE (as in ""to hate me"")', 'HATRED (as in ""to show hatred to me"")']",,False,1
3662,3662,detroit,sign/detroit/1207/1,"Curtis Pride is deaf and was a baseball player. He played for many teams, such as the Detroit Tigers, Atlanta Braves, and New York Yankees. He is currently the coach for the Gallaudet University baseball team.",[],Synset('detroit.n.01'),False,1
3663,3663,detroit+tigers,sign/detroit+tigers/14107/1,The Detroit Tigers are my favorite team.,[],,True,2
3664,3664,develop,sign/develop/1208/1,Teaching my kids to help other people builds good character.,['DEVELOPMENT'],Synset('train.v.01'),False,3
3665,3665,development,sign/development/1209/1,,['DEVELOP'],,False,3
3666,3666,developmentally+disabled,sign/developmentally+disabled/11022/1,,['MENTALLY RETARDED'],,False,1
3667,3667,deviate,sign/deviate/7164/1,,"['APOSTASY', 'ASTRAY', 'STRAY', 'WANDER']",,False,1
3668,3668,devil,sign/devil/3274/1,"Some people believe in the devil, not me.",['SATAN'],Synset('satan.n.01'),False,1
3669,3669,devilish,sign/devilish/8385/1,,"['DEMON', 'EVIL', 'MISCHIEF', 'MISCHIEVOUS', 'RASCAL', 'WICKED (as in ""evil or bad"")']",,False,2
3670,3670,devin,sign/devin/10686/1,Devin is my best friend.,[],,True,1
3671,3671,devon,sign/devon/13819/1,Devon is afraid of bears.,[],Synset('devon.n.02'),True,1
3672,3672,devoted,sign/devoted/7424/1,,"['ASSURANCE', 'ASSURE', 'COMMIT', 'COMMITMENT', 'DEDICATE (as in ""to promise"")', 'GUARANTEE', 'PLEDGE (as in ""to promise"")', 'PROMISE', 'SWEAR (as in ""make a promise"")', 'VOW']",,False,1
3673,3673,devotion,sign/devotion/7354/1,,"['CARE (as in ""to care about"")', 'LOVE (as in ""to show love"")', 'PASSIONATE (as in ""about something"")', 'REVERE (as in ""deep respect"")']",,False,2
3674,3674,devour,sign/devour/1211/1,,"['CONSUME', 'EAT UP', 'GUZZLE (as in ""gas guzzler"")', 'INHALE (as in ""eat quickly"")', 'WOLFED IT DOWN']",,False,1
3675,3675,devout,sign/devout/6540/1,Mike is a very devout student.,"['BECOME HEAVILY INVOLVED IN', 'DELVE (as in ""delve into a subject or topic"")', 'DIVE INTO (as in ""dive into a topic or subject"")', 'IMMERSE', 'IMMERSION (as in ""action of immersing into something"")', 'PLUNGE INTO (as in ""dive into a topic or subject"")']",Synset('devout.s.01'),False,2
3676,3676,dew,sign/dew/6072/1,,[],,True,3
3677,3677,di,sign/di/14239/1,Di is my best friend.,[],,True,1
3678,3678,diabetes,sign/diabetes/7956/1,My mother got diabetes when she was 57.,['DIABETIC'],Synset('diabetes.n.01'),False,1
3679,3679,diabetic,sign/diabetic/7957/1,,['DIABETES'],,False,1
3680,3680,diadem,sign/diadem/7405/1,,['CROWN'],,False,1
3681,3681,diaeresis+symbol,sign/diaeresis+symbol/14255/1,,"['ACCENT SYMBOL', 'UMLAUT SYMBOL']",,False,1
3682,3682,diagnose,sign/diagnose/3275/1,,['DIAGNOSIS'],,False,2
3683,3683,diagnosis,sign/diagnosis/3276/1,,['DIAGNOSE'],,False,2
3684,3684,diagnosis,sign/diagnosis/9560/1,,"['ANALYZE (as in ""to analyze something"")', 'APPRAISAL (as in ""an assessment"")', 'ASSESS', 'ASSESSMENT']",,False,1
3685,3685,diagnosis,sign/diagnosis/11356/1,,"['ANALYZE (as in ""self-analyze"")', 'SELF-ANALYZE', 'SELF-DIAGNOSIS']",,False,1
3686,3686,diagonal,sign/diagonal/1212/1,,[],,True,3
3687,3687,dialogue,sign/dialogue/3277/1,,"['COMMUNICATE', 'CONVERSATION (as in ""to talk with someone"")', 'DISCOURSE', 'TALK (as in ""conversation or to speak"")', 'TALKING BACK AND FORTH']",,False,1
3688,3688,diameter,sign/diameter/14459/1,What is the diameter of the circle?,[],Synset('diameter.n.02'),True,1
3689,3689,diamond,sign/diamond/1213/1,,[],,False,2
3690,3690,diamond,sign/diamond/5103/1,,[],,False,2
3691,3691,diana,sign/diana/13807/1,Diana is my best friend.,[],Synset('diana.n.02'),True,1
3692,3692,diaper,sign/diaper/5559/1,You need to change the baby's diaper.,[],Synset('diaper.n.02'),False,1
3693,3693,diarrhea,sign/diarrhea/1214/1,,[],,False,1
3694,3694,dice,sign/dice/1385/1,I hope when I go to Las Vegas that I get a 7 or 11 when I roll the dice.,"['CASINO', 'GAMBLE', 'ROLL (as in ""to roll dice"")', 'TAKE A CHANCE']",Synset('die.n.01'),False,1
3695,3695,dice,sign/dice/10219/1,,"['CUT (as in ""to cut food"")']",,False,1
3696,3696,dictionary,sign/dictionary/1215/1,Everyone should own a good dictionary.,[],Synset('dictionary.n.01'),False,2
3697,3697,did,sign/did/5903/1,,"['ACT (as in ""to act a certain way"")', 'ACTION', 'ACTIVE', 'ACTIVITY', 'CONDUCT (as in ""the act of doing"")', 'DEED (as in ""action performed intentially"")', 'DO', 'DONE (as in ""the past tense of DO"")', 'EXECUTE (as in ""to do"")', 'PERFORM (as in ""to do"")', 'WORK (as in ""something done or made"")']",,False,1
3698,3698,did+not,sign/did+not/3278/1,,"[""DIDN'T"", 'DO NOT', 'DOES NOT', ""DOESN'T"", ""DON'T"", 'NOT', 'WAS NOT']",,False,2
3699,3699,didnt,sign/didnt/3279/1,,"['DID NOT', 'DO NOT', 'DOES NOT', ""DOESN'T"", ""DON'T"", 'NOT', 'WAS NOT']",,False,2
3700,3700,didnt+care,sign/didnt+care/3280/1,,"['APATHY', ""DOESN'T CARE"", 'DON\'T CARE (as in ""having to care for"")', 'INDIFFERENT', 'NONCHALANT']",,False,1
3701,3701,didnt+like,sign/didnt+like/3282/1,"I didn’t like the pink socks I got, so I regifted them to my brother.","['DISLIKE', ""DOESN'T LIKE"", ""DON'T LIKE"", 'REPUGNANT']",,False,1
3702,3702,didnt+want,sign/didnt+want/5911/1,"I didn't want to play soccer in the rain, but I bit the bullet and played. Surprisingly, my team won!","[""DOESN'T WANT"", ""DON'T WANT"", 'LOATH', 'UNWANTED']",,False,1
3703,3703,didnt+want,sign/didnt+want/5911/1,"I didn't want to go to the graduation party, but I bit the bullet and went anyway.","[""DOESN'T WANT"", ""DON'T WANT"", 'LOATH', 'UNWANTED']",,False,1
3704,3704,die,sign/die/5983/1,,"['DEAD (as in ""not living"")', 'DEATH (as in ""not living"")', 'DIED', 'KICK THE BUCKET', 'PASS AWAY (as in ""die"")', 'PERISH']",,False,2
3705,3705,died,sign/died/6268/1,"After my long vacation, all of my plants had died.","['DEAD (as in ""not living"")', 'DEATH (as in ""not living"")', 'DIE (as in ""pass away"")', 'KICK THE BUCKET', 'PASS AWAY (as in ""die"")', 'PERISH']",Synset('fail.v.04'),False,2
3706,3706,died,sign/died/6268/1,John died in 1974.,"['DEAD (as in ""not living"")', 'DEATH (as in ""not living"")', 'DIE (as in ""pass away"")', 'KICK THE BUCKET', 'PASS AWAY (as in ""die"")', 'PERISH']",Synset('fail.v.04'),False,2
3707,3707,died,sign/died/6268/1,Kat died at 3:00 PM.,"['DEAD (as in ""not living"")', 'DEATH (as in ""not living"")', 'DIE (as in ""pass away"")', 'KICK THE BUCKET', 'PASS AWAY (as in ""die"")', 'PERISH']",Synset('fail.v.04'),False,2
3708,3708,died,sign/died/6268/1,Will died at 8:00 PM.,"['DEAD (as in ""not living"")', 'DEATH (as in ""not living"")', 'DIE (as in ""pass away"")', 'KICK THE BUCKET', 'PASS AWAY (as in ""die"")', 'PERISH']",Synset('fail.v.04'),False,2
3709,3709,died,sign/died/6268/1,Lilly died in 1967.,"['DEAD (as in ""not living"")', 'DEATH (as in ""not living"")', 'DIE (as in ""pass away"")', 'KICK THE BUCKET', 'PASS AWAY (as in ""die"")', 'PERISH']",Synset('fail.v.04'),False,2
3710,3710,died,sign/died/6268/1,Amber died in 2006.,"['DEAD (as in ""not living"")', 'DEATH (as in ""not living"")', 'DIE (as in ""pass away"")', 'KICK THE BUCKET', 'PASS AWAY (as in ""die"")', 'PERISH']",Synset('fail.v.04'),False,2
